unique_id,id,dataset,split,text,source,category,similarity_score,candidate_example,candidate_text,values_indices,json_answer,attributes,attributes_values,values
123531,11095,ae-110k,validation,5 Pcs Practicing Hollow Golf Balls Kids Playing Toy Indoor Outdoor Training Color Random delivery,,,,,,,"{""category"": ""golf balls"", ""quantity"": ""5"", ""intended_use"": ""practicing"", ""material"": ""hollow"", ""color"": ""random delivery""}","['category', 'quantity', 'intended_use', 'material', 'color']","attribute: category, value: golf balls | attribute: quantity, value: 5 | attribute: intended_use, value: practicing | attribute: material, value: hollow | attribute: color, value: random delivery","['golf balls', '5', 'practicing', 'hollow', 'random delivery']"
741802,35767,ae-110k,train,GAZELLE Cotton 3.2 kgs Double Winter Camping Adult Sleeping Bag Waterproof Three Seasons Spring Autumn Winter Sleeping 2 Colors,,,,,,,"{""brand"": ""GAZELLE"", ""category"": ""sleeping bag"", ""material"": ""Cotton"", ""weight"": ""3.2 kgs"", ""seasonality"": [""inverno"", ""primavera"", ""autunno"", ""inverno""], ""colors"": [""Double"", ""Waterproof""]}","['brand', 'category', 'material', 'weight', 'seasonality', 'colors']","attribute: brand, value: GAZELLE | attribute: category, value: sleeping bag | attribute: material, value: Cotton | attribute: weight, value: 3.2 kgs | attribute: seasonality, value: ['inverno', 'primavera', 'autunno', 'inverno'] | attribute: colors, value: ['Double', 'Waterproof']","['GAZELLE', 'sleeping bag', 'Cotton', '3.2 kgs', ['inverno', 'primavera', 'autunno', 'inverno'], ['Double', 'Waterproof']]"
1166855,25521,ae-110k,train,Movie Semi Pro Flint Tropics Coffee Black #7 Jackie Moon #33 Throwback Jerseys All Stitched Retro Basketball Jersey,,,,,,,"{""brand"": ""Semi Pro"", ""category"": ""basketball jersey"", ""color"": ""black"", ""number"": [""7"", ""33""], ""design"": ""Throwback""}","['brand', 'category', 'color', 'number', 'design']","attribute: brand, value: Semi Pro | attribute: category, value: basketball jersey | attribute: color, value: black | attribute: number, value: ['7', '33'] | attribute: design, value: Throwback","['Semi Pro', 'basketball jersey', 'black', ['7', '33'], 'Throwback']"
129904,21802,ae-110k,train,5532  Wheels Skateboard Parts High Rebound SHR78AB With ABEC 11 Quality Skating Bearing Rubber Gasket Imperial Hardware,,,,"{'json_answer': ""{'Capacity': '12AH', 'Type': 'Lithium Battery', 'BMS': '20A'}"", 'text': '48V Ebike battery 750W 48V 12AH Lithium Battery 48V 13S Electric Bike battery 48V 12AH with PVC case 20A BMS 54.6V 2A charger'}",48V Ebike battery 750W 48V 12AH Lithium Battery 48V 13S Electric Bike battery 48V 12AH with PVC case 20A BMS 54.6V 2A charger,,"{""brand"": null, ""category"": ""skateboard parts"", ""material"": ""Rubber"", ""key_attributes"": [""High Rebound"", ""SHR78AB"", ""ABEC 11 Quality"", ""Imperial Hardware""]}","['brand', 'category', 'material', 'key_attributes']","attribute: brand, value: None | attribute: category, value: skateboard parts | attribute: material, value: Rubber | attribute: key_attributes, value: ['High Rebound', 'SHR78AB', 'ABEC 11 Quality', 'Imperial Hardware']","[None, 'skateboard parts', 'Rubber', ['High Rebound', 'SHR78AB', 'ABEC 11 Quality', 'Imperial Hardware']]"
116395,13145,ae-110k,train,4*110mm wheels chassi city run inline speed skating frame champion inline skating frame aluminum speed skate hold  frame,,,,,,,"{""brand"": ""champion"", ""category"": ""inline skating"", ""material"": ""aluminum"", ""size"": ""4*110mm"", ""intended_use"": ""city run, inline speed skating""}","['brand', 'category', 'material', 'size', 'intended_use']","attribute: brand, value: champion | attribute: category, value: inline skating | attribute: material, value: aluminum | attribute: size, value: 4*110mm | attribute: intended_use, value: city run, inline speed skating","['champion', 'inline skating', 'aluminum', '4*110mm', 'city run, inline speed skating']"
1268721,11863,ae-110k,validation,"Original Nike Air Jordan III Retro 216 Breathable Basketball Shoes Sneakers,  Women&#39;s Pink And Comfort Shoes",,,,,,,"{""brand"": ""Nike"", ""category"": ""calçados de basquete"", ""color"": ""Pink"", ""intended_use"": ""Basketball Shoes""}","['brand', 'category', 'color', 'intended_use']","attribute: brand, value: Nike | attribute: category, value: calçados de basquete | attribute: color, value: Pink | attribute: intended_use, value: Basketball Shoes","['Nike', 'calçados de basquete', 'Pink', 'Basketball Shoes']"
97884,14740,ae-110k,train,3 Tubes Blue Arrow Holder Quiver Bag Back Quiver Arrow Quiver Archery Bow Arrow Holder Belt Bag  For Targetting Outdoor Hunting,,,,,,,"{""brand"": null, ""category"": ""Quiver bag"", ""color"": ""Blue"", ""intended_use"": ""Targetting Outdoor Hunting""}","['brand', 'category', 'color', 'intended_use']","attribute: brand, value: None | attribute: category, value: Quiver bag | attribute: color, value: Blue | attribute: intended_use, value: Targetting Outdoor Hunting","[None, 'Quiver bag', 'Blue', 'Targetting Outdoor Hunting']"
83309,13696,ae-110k,train,2016 New Baby Toddler Girls One Piece Swimwear Bowknot Polka Dots Swimable Bikini Kids Holiday Swimwear Swimsuit 2-7Y,,,,,,,"{""brand"": null, ""category"": ""swimwear"", ""color"": ""polka dots"", ""sizes"": [""2-7Y""], ""intended_use"": ""Swimwear""}","['brand', 'category', 'color', 'sizes', 'intended_use']","attribute: brand, value: None | attribute: category, value: swimwear | attribute: color, value: polka dots | attribute: sizes, value: ['2-7Y'] | attribute: intended_use, value: Swimwear","[None, 'swimwear', 'polka dots', ['2-7Y'], 'Swimwear']"
1577438,17266,ae-110k,train,Snowboard ski jacket women winter suit womens snow suit abrigos mujer invierno 2017 ski jas vrouwen tenue de ski femme ,,,,,,,"{""brand"": null, ""category"": ""snowboard/ski jacket"", ""color"": null, ""size"": null, ""material"": null, ""intended_use"": ""winter suit""}","['brand', 'category', 'color', 'size', 'material', 'intended_use']","attribute: brand, value: None | attribute: category, value: snowboard/ski jacket | attribute: color, value: None | attribute: size, value: None | attribute: material, value: None | attribute: intended_use, value: winter suit","[None, 'snowboard/ski jacket', None, None, None, 'winter suit']"
1674754,6758,ae-110k,validation,TIEBAO Professional TF Rubber Outsole Football Shoes Turf Soccer Shoes Racing Soccer Boots Botines De Futbol Indoor Football,,,,,,,"{""brand"": ""TIEBAO"", ""category"": ""calçado de futebol"", ""material"": ""rubber"", ""intended_use"": ""futebol"", ""outsole"": ""TF rubber""}","['brand', 'category', 'material', 'intended_use', 'outsole']","attribute: brand, value: TIEBAO | attribute: category, value: calçado de futebol | attribute: material, value: rubber | attribute: intended_use, value: futebol | attribute: outsole, value: TF rubber","['TIEBAO', 'calçado de futebol', 'rubber', 'futebol', 'TF rubber']"
1480004,29167,ae-110k,train,SILITE Resistance Bands Crossfit Sport EquipmentsW orkout Suspension Strength Training Belts Fitness Equipment Spring Exerciser ,,,,,,,"{""brand"": ""SILITE"", ""category"": ""Equipments"", ""intended_use"": ""Crossfit, Sport, Strength Training, Suspension, Fitness"", ""material"": ""Spring Exerciser""}","['brand', 'category', 'intended_use', 'material']","attribute: brand, value: SILITE | attribute: category, value: Equipments | attribute: intended_use, value: Crossfit, Sport, Strength Training, Suspension, Fitness | attribute: material, value: Spring Exerciser","['SILITE', 'Equipments', 'Crossfit, Sport, Strength Training, Suspension, Fitness', 'Spring Exerciser']"
389257,14710,ae-110k,test,CVLIFE Hunting Black Aluminium Loop Sling Swivel Adapter for Single Point Slings,,,,,,,"{""brand"": ""CVLIFE"", ""category"": ""sling swivel adapter"", ""color"": ""black"", ""material"": ""aluminium"", ""intended_use"": ""single point slings""}","['brand', 'category', 'color', 'material', 'intended_use']","attribute: brand, value: CVLIFE | attribute: category, value: sling swivel adapter | attribute: color, value: black | attribute: material, value: aluminium | attribute: intended_use, value: single point slings","['CVLIFE', 'sling swivel adapter', 'black', 'aluminium', 'single point slings']"
1410075,9878,ae-110k,train,Quick Dry Long Sleeve Sports Wear Training Jogging Gym Running Jacket Mens Fitness Hoodie Zipper Jacket Coat,,,,,,,"{""category"": ""Sportswear"", ""intended_use"": ""Training, jogging, gym, running"", ""material"": ""quick dry"", ""style"": ""Hoodie"", ""closure"": ""Zipper""}","['category', 'intended_use', 'material', 'style', 'closure']","attribute: category, value: Sportswear | attribute: intended_use, value: Training, jogging, gym, running | attribute: material, value: quick dry | attribute: style, value: Hoodie | attribute: closure, value: Zipper","['Sportswear', 'Training, jogging, gym, running', 'quick dry', 'Hoodie', 'Zipper']"
1257429,21141,ae-110k,validation,One of my best Sounding Violins!Stradivari 1716 Messiah Violin Oil Varnish,,,,"{'json_answer': ""{'Model Number': 'Digital Binoculars', 'Model': 'BD318', 'Max. Magnification': '12'}"", 'text': 'Free shipping!Eyoyo 2&quot; LCD BD318 HD 720P 12X32 Zoom Digital Binoculars Telescope Video Camera Outdoor Telescope Hunting Camera'}",Free shipping!Eyoyo 2&quot; LCD BD318 HD 720P 12X32 Zoom Digital Binoculars Telescope Video Camera Outdoor Telescope Hunting Camera,,"{""brand"": ""Stradivari"", ""category"": ""violino"", ""model"": ""Messiah Violin"", ""material"": null, ""color"": null, ""size"": null, ""key_attributes"": [""Sounding""]}","['brand', 'category', 'model', 'material', 'color', 'size', 'key_attributes']","attribute: brand, value: Stradivari | attribute: category, value: violino | attribute: model, value: Messiah Violin | attribute: material, value: None | attribute: color, value: None | attribute: size, value: None | attribute: key_attributes, value: ['Sounding']","['Stradivari', 'violino', 'Messiah Violin', None, None, None, ['Sounding']]"
1123181,33965,ae-110k,train,MeiLunNa Customize FHL Williamsport New Jersey Outlaws Hockey Jerseys Home Road White Black Sewn On Any Name NO. Size,,,,,,,"{""brand"": ""MeiLunNa"", ""category"": ""hockey jersey"", ""color"": ""white"", ""size"": ""NO. "", ""features"": [""Customize"", ""Sewn On Any Name""]}","['brand', 'category', 'color', 'size', 'features']","attribute: brand, value: MeiLunNa | attribute: category, value: hockey jersey | attribute: color, value: white | attribute: size, value: NO.  | attribute: features, value: ['Customize', 'Sewn On Any Name']","['MeiLunNa', 'hockey jersey', 'white', 'NO. ', ['Customize', 'Sewn On Any Name']]"
2024281,8533,ae-110k,train,Women New Style Summer Shorts Printing Quick-drying Water Sports Surfing Running Beach Shorts,,,,,,,"{""brand"": null, ""category"": ""shorts"", ""material"": null, ""color"": null, ""sizes"": null, ""key_attributes"": [""Summer"", ""Printing"", ""Quick-drying"", ""Water Sports"", ""Surfing"", ""Running"", ""Beach""]}","['brand', 'category', 'material', 'color', 'sizes', 'key_attributes']","attribute: brand, value: None | attribute: category, value: shorts | attribute: material, value: None | attribute: color, value: None | attribute: sizes, value: None | attribute: key_attributes, value: ['Summer', 'Printing', 'Quick-drying', 'Water Sports', 'Surfing', 'Running', 'Beach']","[None, 'shorts', None, None, None, ['Summer', 'Printing', 'Quick-drying', 'Water Sports', 'Surfing', 'Running', 'Beach']]"
139585,21540,ae-110k,test,7-12 years children brazilian bikini set 2018 falabal hollow bikinis 2018 mujer girls swimwear swimsuit biquini bathing suit 272,,,,,,,"{""brand"": null, ""category"": ""bikini"", ""intended_use"": ""praia"", ""sizes"": [""7-12 years""], ""material"": null, ""color"": null, ""style"": ""brazilian bikini set""}","['brand', 'category', 'intended_use', 'sizes', 'material', 'color', 'style']","attribute: brand, value: None | attribute: category, value: bikini | attribute: intended_use, value: praia | attribute: sizes, value: ['7-12 years'] | attribute: material, value: None | attribute: color, value: None | attribute: style, value: brazilian bikini set","[None, 'bikini', 'praia', ['7-12 years'], None, None, 'brazilian bikini set']"
152424,7371,ae-110k,train,9m Transparent windproof Tent cloth  waterproof Ad Tent apron without tent rack,,,,,,,"{""category"": ""tent"", ""material"": ""transparent"", ""waterproof"": true, ""intended_use"": ""ad tent""}","['category', 'material', 'waterproof', 'intended_use']","attribute: category, value: tent | attribute: material, value: transparent | attribute: waterproof, value: True | attribute: intended_use, value: ad tent","['tent', 'transparent', True, 'ad tent']"
1672633,6248,ae-110k,train,TF Football Boots Mens Teenager Soccer Cleats Training Soccer Shoes 2018 Futebol Profissional Cheap Soccer Shoes,,,,,,,"{""brand"": ""TF"", ""category"": ""calçado de futebol"", ""intended_use"": ""treino"", ""target_audience"": ""teenagers"", ""model_year"": ""2018""}","['brand', 'category', 'intended_use', 'target_audience', 'model_year']","attribute: brand, value: TF | attribute: category, value: calçado de futebol | attribute: intended_use, value: treino | attribute: target_audience, value: teenagers | attribute: model_year, value: 2018","['TF', 'calçado de futebol', 'treino', 'teenagers', '2018']"
1405061,32072,ae-110k,train,QJM1-3-6 EU33-44 New Style Silver High Heel PU Tango Latin Ballroom Dance Shoes Silver Women,,,,,,,"{""brand"": null, ""category"": ""calçados de dança"", ""color"": ""silver"", ""size"": ""EU33-44"", ""style"": ""High Heel"", ""material"": ""PU""}","['brand', 'category', 'color', 'size', 'style', 'material']","attribute: brand, value: None | attribute: category, value: calçados de dança | attribute: color, value: silver | attribute: size, value: EU33-44 | attribute: style, value: High Heel | attribute: material, value: PU","[None, 'calçados de dança', 'silver', 'EU33-44', 'High Heel', 'PU']"
1561956,31722,ae-110k,train,Skiing mask Spherical double lens uv400 anti-fog three sponge Adult snow Glasses for skiing Goggles men women snowboard Eyewear,,,,,,,"{""brand"": null, ""category"": ""máscara de esqui"", ""color"": null, ""size"": null, ""material"": ""Spherical double lens uv400 anti-fog three sponge"", ""intended_use"": ""esqui""}","['brand', 'category', 'color', 'size', 'material', 'intended_use']","attribute: brand, value: None | attribute: category, value: máscara de esqui | attribute: color, value: None | attribute: size, value: None | attribute: material, value: Spherical double lens uv400 anti-fog three sponge | attribute: intended_use, value: esqui","[None, 'máscara de esqui', None, None, 'Spherical double lens uv400 anti-fog three sponge', 'esqui']"
901375,5223,ae-110k,train,Instant Setup Sun Shelter Camping Beach Tent Quick Automatic three-season Tent Single Water Resistant,,,,"{'json_answer': ""{'Layers': 'Single', 'Model Number': 'Camping Tent'}"", 'text': 'Two Person Beach Tent UV-resistant Outdoor Camping Tent Beach Kit Single Layer Fishing Tent with Carry Bag for Hiking Traveling'}",Two Person Beach Tent UV-resistant Outdoor Camping Tent Beach Kit Single Layer Fishing Tent with Carry Bag for Hiking Traveling,,"{""brand"": null, ""category"": ""tent"", ""material"": null, ""color"": null, ""sizes"": null, ""key_attributes"": [""Quick Automatic"", ""three-season"", ""Water Resistant""]}","['brand', 'category', 'material', 'color', 'sizes', 'key_attributes']","attribute: brand, value: None | attribute: category, value: tent | attribute: material, value: None | attribute: color, value: None | attribute: sizes, value: None | attribute: key_attributes, value: ['Quick Automatic', 'three-season', 'Water Resistant']","[None, 'tent', None, None, None, ['Quick Automatic', 'three-season', 'Water Resistant']]"
86309,28937,ae-110k,train,2018 Two Piece Set Sport Tracksuit Women Sexy Skinny Push Up Tops Fitness Leggings Suit Workout Sweatsuits Women Yoga Sets,,,,,,,"{""brand"": null, ""category"": ""tracksuit"", ""color"": null, ""sizes"": null, ""material"": null, ""key_attributes"": [""Women"", ""Sport"", ""Two Piece Set"", ""Sexy"", ""Skinny"", ""Push Up Tops"", ""Fitness Leggings"", ""Workout Sweatsuits"", ""Yoga Sets""]}","['brand', 'category', 'color', 'sizes', 'material', 'key_attributes']","attribute: brand, value: None | attribute: category, value: tracksuit | attribute: color, value: None | attribute: sizes, value: None | attribute: material, value: None | attribute: key_attributes, value: ['Women', 'Sport', 'Two Piece Set', 'Sexy', 'Skinny', 'Push Up Tops', 'Fitness Leggings', 'Workout Sweatsuits', 'Yoga Sets']","[None, 'tracksuit', None, None, None, ['Women', 'Sport', 'Two Piece Set', 'Sexy', 'Skinny', 'Push Up Tops', 'Fitness Leggings', 'Workout Sweatsuits', 'Yoga Sets']]"
